Intent,Sentence
0,Bill Kettlewell Client Service Representative Electric Reliability Council of Texas E-mail: BKettlewell@ercot.com
0,Bio: I'm kinky as hell and want to fuck you harder than you've ever been fucked before.
0,"Blake Jamieson, our Director of Social Media, is an award-winning social media expert and would like to help you get started with Glyder."
0,Blanca can help make the arrangements.
0,Bob did tell me to email stuff about school to you.
0,"Bob, there also are legal issues to address, so I appreciate your keeping me in the loop as this evolves."
0,"Bob: as of right now, the following are leaving"
0,Brett wiggs tells me that he faxed me signature pages last week.
0,Bridgeline -- prepared assignment letter agreements to assign Enron personnel to Bridgeline.
0,Bruce: I think your suggestion makes sense.
0,"Bryan, it doesn't line up very well but this shows that we received 150 dth at St 85 and delivered 145 to PSNC."
0,"Burton wants the state to buy and operate PG&E's and Edison's transmission system and create a state power authority that would get in the business of (among other things) developing, financing, constructing and operating power plants and natural gas pipelines."
0,Business as usual here forward.
0,But I think there's enough of a structure so that we can easily finalize by tomorrow.
0,"But Turner, who sources said was reluctant to make a quarterback change at this point and retains confidence in Johnson, acknowledged the team needs new focus more than a new starter."
0,"But as the survey makes clear, for something so dead, these sectors are showing all kinds of life."
0,"But competitors, most notably Oracle (ORCL:Nasdaq), pooh-poohed the deal, saying that stringing together complex technologies through acquisitions is easier said than done."
0,"But eventually we have to address issues beyond grieving, helping, and bringing the lunatics to justice."
0,"But in a possible indication that investors may have just been reaching for any B2B stock, Ventro finished up $2.69, or 21%, at $15.50 on no news."
0,But it was nice to get back to Houston yesterday.
0,But she did make the dances for the next two try-outs: a kick rountine and a pom routine.
0,"But while the (otherwise perishable) thoughts are still fresh in my mind from the hearings on Monday and Tuesday, I wanted to throw out some observations for discussion in the days/weeks ahead."
0,"But, the list of things to fix and do keeps getting longer and longer."
0,"By now, you've probably signed up on all of them and you're ready to signup for some more..."
0,"By the way, I was talking to my friend and colleague Rose, and she tells me that the company has hired a car to take Rose, another person and me home on Thursday after the big party."
0,"By the way, Redmond will take responsibility for the Pan Nat arbitration as per our discussion."
0,"By voice mail, I suggested Ted Murphy as a substitute for Rick Buy for the meeting."
0,CNG also reserves the right to reject contingent bids and bids from any party that does not qualify for service in accordance with all applicable provisions of CNG's FERC Gas Tariff.
0,CR [aka conference room] 5C1.
0,"California should therefore begin now to gradually phase the utility out of the procurement 20 function entirely, with the goal having all customers served by a non-utili ty provider within 36 months."
0,Call being scheduled for Wednesday it appears.
0,"Can I catch a cab and get to the Woodlands by 1? Otherwise, I'll come out the night before."
0,Can get that number.
0,"Carlos joined us, too."
0,Celebrate Independence Day with us and Save up to 50%!
0,"Cesar is at Tractebel ........ Him and Jason Armenta together ,,,,,,, what a combo!"
0,Check out my videos on youtube if you want to know what's going on - with a beat
0,"Chris, did we get the DASH completed and approved on Pasotria and LV Cogen?"
0,"Chris, the numbers are getting pretty large - we are trying to find a reasonable cut-off before this turns into an All-Employee meeting at the Hyatt."
0,Christmas is the time of sharing and we would like to take our part in that.
0,Cindy Olson called to thank me and Sarah Davis did meet with me to discuss the memo.
0,Class on Thursday.
0,"Clearly, the biggest mistake California made was The press and decision makers should spend more time talking to folks who signed fixed price deals with companies like Enron."
0,Click here if you want to stop future ads from this sponsor.
0,Coding NOW is the perfect time to start.
0,Cole is doing his best to either run Jake off or make him tough.
0,Confirmation Number: 9136-0D887D6436 Email Address: mark.e.haedicke@enron.com
0,"Confirmed speakers to date: Jeff Skilling (Tuesday, October 24 - available 9:30 am to 1:00 pm)"
0,"Consequently, the quotes that we provide customers change daily to reflect changing market prices."
0,"Consistent with my discussions with Reagan, I have revised the body of the interim agreement."
0,"Copyright and any other intellectual property rights in its contents are the sole property of Tradespark, Inc. E-mail transmission cannot be guaranteed to be secure or error-free."
0,"Couldn't locate the files you sent in August (uemail now deletes automatically, which may be the problem)."
0,"Credit will put them on tonight's list, meanwhile, we need to open them up to trade all financial immediately."
0,Currently there are no bids ( Scott and I will get with Dick this afternoon).
0,"Currently, HPL has advised Calpine of an upcoming event of force majeure which will require a cessation of deliveries of gas to the facility which certain regulatory mandated tests are being performed on the A-S pipeline."
0,"Currently, I'm preparing a letter of intent for Enron/CRRA for the purchase/sale of the cells, have a development agreement prepared by outside counsel to review, and need to come up with a draft purchase agreement for FCE to review."
0,"Customers could try to ""bypass"" the utility, but until Dec. '95 (PUC final policy decision) and AB 1890, it was against the law to have direct access, so you may be misinterpreting the yellow book just a bit."
0,"Customers could try to bypass the utility, but until Dec. '95 (PUC final policy decision) and AB 1890, it was against the law to have direct access, so you may be misinterpreting the yellow book just a bit."
0,"DOE is interested, says Tino, because of the redundant, dedicated facilities and enhanced reliability, and because Dennis and Tino pitched DOE on all the $$$$ DOE will make from the surplus power sales."
0,"Dad doesn't know I called today, so I can call him tomorrow when we are on the way, talk to Mom and let her know when we will be there."
0,Dal Coger Tsunami Partners Executive Search & Selection Ph # 781-395-2981 Ph # 781-874-0527 Cell 781-718-8397 Fax 781-395-2719 wireless email 7817188397@msg.myvzw.com
0,"Daniel, Laura Luce would like to send the latest Enovate DPR to the chairman of People's Corp."
0,"Date: Wednesday, July 31, 2013"
0,Dave was going to inform the OCD that their office has given approval of the plan and that this might expidite Bill's review process.
0,"Dave, I am going to send Shawn your way - he has extensive development, asset and project finance experience."
0,"David Allen and his team created audio programs to help you excel in these two areas, and they are the most popular audio CDs in our on line store."
0,"Dawn, right now I am scheduled to be up in Calgary on the 16th of August - lets shoot for that date."
0,"Day Tables As Of Monday, January 14, 2013"
0,"Day or night sails on Matagorda Bay 20 or the Gulf of Mexico are also available, with Captain Nick at the helm."
0,"Dear John: You're opening my flood gates, and I'm going to refrain from getting entirely upset."
0,"Dear Kenneth, I have sent this morning a Fed Ex package to your office to arrive tomarrow Friday morning containing our school video."
0,"Delainey: have him spend his time meeting, calling, talking with wholesale and retail customers."
0,Do you want to go?
0,Does she have any interest in meeting one-on-one or is she just looking for a public hanging?
0,Doesn't look too good right now.
0,Don't feel like you have to get the thing all fixed up by Friday if it not's a cake walk.
0,Don't know what more I could possibly do to make Kris feel better; guess we will leave it at that.
0,"Don't let their name fool you -- sure, they may know a thing or two about tractors -- but a Tractor Supply Company is far from their only specialty."
0,"Don't worry, we can help."
0,Don’t blame us if this collection of top-trending videos makes you wanna twerk or crush candy.
0,"Dress for the forum is casual, so feel free to do the same."
0,Drinking and guns go together like ham and eggs.
0,"Dropbox lets you bring all your photos, docs and videos with you anywhere and share them easily."
0,Due to a severe storm which hit central Texas last evening CYNET is experiencing a temporary service interruption of the assigned telephone numbers of it's Inbound Fax-2-Email Service.
0,Due to the rough terrain and topography of the land south of Station 2 into Phoenix makes this project extremely hard to give an approximate dollar amount for the environmental baseline surveys and permits to be completed as the entire proposed right of way (140 miles) from station 2 into Phoenix will need to be walked and surveyed by several people.
0,"Duke Energy acquired Market Hub Partners Storage (MHP) from subsidiaries of NiSource, INC."
0,Dupree Diamond @DupreeDiamond2 @ben_wiggin went down there everyone told me u took off 01:38 AM - 27 Jun 14
0,"During the first two days, there was a large influx of traffic to Todo Pro, and unfortunately, the service wasn't able to handle everything all at once."
0,Dying to hear about Montana and your possible new life as a day student.
0,Dynamics Jobs - United States - 17 days ago
0,"E-mail from Nov. 8, 2000 I was thinking of you today and I remembered a long conversation we had at the office one morning when we both arrived before everyone else."
0,"E-mail transmission cannot be guaranteed to be secure or error-free as information could be intercepted, corrupted, lost, destroyed, arrive late or incomplete, or contain viruses."
0,E:mail messages says to check website to determine whether or not DSL is available at my home.
0,EFS Energy or write: storage@enerfax.com
0,"ENA signed a short-term deal (5 -week term, I believe) with DWR that goes through the end of the month, at which time we have the option to extend the deal to a five-year term."
0,EOL. Keith has a great idea of opening up all products to the desk so that you may insert a bid or an offer inside of the manager's markets.
0,ETI Update National PR campaign to push Enron policy agenda/commercial opportunties California Strategy Trip to Portland Analyst/Associate for SF GA? Gas Update Sempra Commercial update (Calger)
0,"Ed, We have removed the specific examples of Force Majeure as not being needed because the revised 11.2 defines force majeure as an event not anticipated as of the date hereof, which is not within the reasonable control of the party and which by the exercise of due diligence such party is unable to overcome or obtain a commercially reasonable substitute performance thereof, all without listing specific types of events which might be considered."
0,"Ehrenberg simply gets placed at ""market prices"" because of varying objectives."
0,Ehrenberg simply gets placed at market prices because of varying objectives.
0,Electricity is the first big U.S. industry formerly under the tight control of states to be opened up to international operators and their free market rules.
0,"Energy drinks mixed with alcohol make you want to drink more, a new study says."
0,Enjoy drinking your wine (had the syrah recently) and very much look forward to meeting you.
0,Enron has proposed several options for resolving the credit risk issues and 20 is working with DWR to arrive at a solution that is mutually agreeable to 20 both sides and that might serve as a template for power purchase agreements 20 going forward.
0,Enron is free.
0,Enron is in active discussions with DWR to establish contract terms with th e goal of entering into a power purchase agreement as soon as possible.
0,"Enron was the 600 pound gorilla that angered friends of competition almost as much as foes, thus making them less willing to step forward."
0,"Enron will have a table of 10 at the Trustee Opening Gala Dinner on May 16th, with cocktails at 7pm and a seated dinner at 8:30pm."
0,Episode #2 with Robert Levine and episode #3 with Sean Platt and David Wright are now live!
0,Episode #7 with Jacqueline Garlick and episode #8 with Johnny B. Truant are now live!
0,Establish a truly competitive retail electricity market=01*Legislative vehi cle: SB27X The only customers who were protected from price volatility in San Diego we re customers who chose Direct Access and signed fixed price deals with energy 20 service providers.
0,"Estimated tax deadline: For self-employed workers and other individuals who need to make quarterly estimated tax payments to the IRS, April 16 also is the deadline for making the first installment for 2001."
0,Even though you are not living here you and your family are loved and cared for and thought about by me often!I didn't mean to get mushy but was just thinking of you and wanted you to know.
0,Even though you may not believe it.
0,Every 3rd Night FREE Travel Aug 24 - Dec 22!
0,Everyone is getting ready for the school year.
0,Everyone seems to need people right now.
0,"Executive Committee Weekly Meeting Date: Monday, April 23rd Time: 11:00 a.m."
0,"Executive Committee Weekly Meeting Date: Monday, January 29 Time: 11:00 a.m."
0,FINAL DAY TO SAVE!
0,FINAL DAY TO TAKE 20% OFF + FREE SHIPPING!
0,FINAL WEEKEND TO BOGO + 15% OFF + FREE SHIPPING!
0,"FRANCISCO GROS President of the National Bank for Economic and Social Development (BNDES), Brazil BRAZIL'S PRIVATIZATION AGENDA Thursday, June 14, 2001 Registration and continental breakfast: 8:00 - 8:15 a.m."
0,FTR contract; used to receive and deliver gas at LRC and St 65. .2999
0,FYI before I delete this email.
0,"FYI, I meant to send you a ""thank you"" note in response to the note with Friday call-in info, but it went to Steve instead."
0,"FYI, I meant to send you a thank you note in response to the note with Friday call-in info, but it went to Steve instead."
0,"FYI, When I last discussed the other company with Ozzie and Heather on Friday, they were planning on calling the other company to tell them the general status without violating confidentiality obligations to FCE or CRRA."
0,"FYI. She's forwarding around the Valley, and I'll follow up to make sure that she's having Chambers sign and send."
0,Facebook helps you communicate and stay in touch with all of your friends.
0,"Failure to meet the Heat Rate Guarantee shall prevent Acceptance, unless Purchaser explicitly waives this guarantee in writing."
0,Fawcett and Harris ought to make that call.
0,Fed ref now available.
0,Feel free to reply to this email if you have any questions.
0,"Final Days to Buy Early, Save Big with the Christmas in July Sale"
0,"Finally, I should have a draft of my ""Tech Section"" ready by tomorrow sometime."
0,"Finally, I should have a draft of my Tech Section ready by tomorrow sometime."
0,"Finally, I'm trying to get a transcript of the FERC hearing."
0,"Finally, if you have any questions, have any difficulties or feature requests, please email us at help@addappt.com"
0,"Finally, there have been general comments from Treasury and Fed Bank officials to guarantee stock exchange payments, and the assumption is that the same guarantees would apply to the NY commodity exchanges (but this asumption has not been validated or addressed directly in public comments)."
0,"Fine, but that makes the existing rate the recourse rate for all purposes."
0,"Follow this link, $LINK if you do not want to receive more e-mails from your friends."
0,"For August forward, I believe we should just bill you for the actual metered production volumes since the imbalance will be in Clinton's pool."
0,"For example, all ""XYZ Company"" purchases will be displayed together (see sample below)."
0,"For example, all XYZ Company purchases will be displayed together (see sample below)."
0,"For the luncheon during the week of April 16, I am available on April 16, 17, 18 or 19th."
0,"For the resource management and coaching part of the program, lets wait until we see where we end up on any possible changes to the program first."
0,"For what it's worth, I've read this, and if Laura Tyson or Larry Summers sign it, I have serious concerns about the effect it would have on their ability to play the role that we envision in moving our proposal forward (understanding that our odds of success are somewhat meager)."
0,"Forgive me, but what time did we pick to talk today?"
0,Forgive the tardiness.
0,GISB is a freestanding entitity and his representation does not equate to representation of Enron so he could claim that his only client interest to worry about is GISB itself.
0,Gaming Thursday Highlights with Dodger and Adam $LINK
0,Garden State Paper -- provided employment law advice on closing and transition issues.
0,Garth D.. Camp garthcamp@hotmail.com
0,Geek Week Coming August 4-10
0,"Generally, most employees are part of ENA and provide services to all the wholesale businesses."
0,"Glad they are here; believe that as they learn the organization and their job that they will be able to make significant contributions; doing the right thing to learn the business, but that contributions to date are not significant enough to warrant payment of a bonus..."
0,Glad to hear that we are getting there.
0,Glad you did get a dog; the Houston Girons just didn't seem right without one.
0,Goals help you keep on track and are important for life.
0,Good Morning America
0,"Good afternoon, I'm really hoping this ad has not found anyone for this job because I'd love to be an intern for this company."
0,Good idea on Kim and Martha--pls line them up for the next meeting after tomorrow (call Martha Benner to schedule) DF
0,"Goodbye from our Newsletter, sorry to see you go."
0,Got messages in to Schroeder re: Nordpool--expect to hear back from him today at some point and I can drop that info into the document soon as I get it.
0,Got your voicemail.
0,Gotta get my suit out!
0,Great - we will look forward to seeing you on the 13th and 14th.
0,Great--am forwarding to Dave for his thoughts.
0,Greetings Justin and Laura: As we discussed there is a significant coalition of folks working at the Legislature to try to remove the prohibition on Direct Access included in Hertzberg's AB1X and recently signed by the Governor.
0,Greetings: Left you a voicemail.
0,"Guys, Swank has confirmed with me that he is committed to join the mid-market group in east power and make a difference."
0,"Guys, it will be very difficult to get money out of the power group - is the expectation that I come up with the dollars - just curious."
0,"Gwyn is coming over to join us for dinner tonight, and Kay is dropping by tomorrow -- she offered to watch Cameron if I needed to do stuff."
0,Hadn't talked with you in a while and thought that I would send a quick note to say hello.
0,Happy Monday
0,Harry: Per my voicemail.
0,"Haven't been able to get in, though."
0,He agrees to be available and cooperative with Enron and its counsel regarding litigation matters.
0,He also let me know that they are looking at another power plant project in the SW Power Pool and want to discuss with us.
0,"He brought it to Calpine's attention immediately upon being contacted by ENA. 3. Christina argued, as she did in the answer and counterclaim, that the non-compete agreement was fatally overbroad, as Miller never had any duties involving the majority of the activities from which the non-compete purports to bar him."
0,"He can score from the wing, but he'll end up playing more inside because of his defensive limitations as a small forward."
0,"He gives them another rebounding wing and a scorer to complement Rashard Lewis, if he re-signs."
0,"He got to climb all over the fire engines and even get into the driver's seat and ""drive."""
0,"He has a question that I am forwarding to you, since I don't know the answer."
0,He is going to wait it out another month to see if a new position comes available.
0,He needs to be able to leave work at a very reasonable hour each day in order to relieve a caregiver who is with his wife while he works.
0,"He said every department at the utility had spent weeks pulling together information for the creditor list, to be submitted to Bankruptcy Judge Dennis Montali by mid-May."
0,He will send you the data.
0,He works with John Thompson and Scott Josey in the upstream capital markets group (producer finance).
0,"He's in DC today at the RTO workshops, but I believe he'll be here tomorrow."
0,Here are several other great plans you might also want to try this week:
0,Here are the two addresses to add to the bid week spreadsheet distribution.
0,Here is how to get a hold of me next week.
0,Here is the report I prepared on the methods and types of grpahs for this work request.
0,Here is what we have concluded based on discussions this morning:
0,Here's a note I'd like to share with you:
0,Here's what's trending on Twitter this week.
0,"Here, at last, is the email response to the OT questions."
0,"Hertzberg acknowledged that some Assembly members were afraid the bill was getting rushed, but he said lawmakers are well-informed about the energy crisis and its details."
0,Hey - I just checked my E MAils for the day.
0,"Hey Jeff, we are meeting tomorrow because Molly is out today."
0,"Hi Cam, If you’re not ready to share everything you’re doing on Pinterest with the rest of the world, you might want to check out secret boards."
0,Hi Margaret: I'll get you my comments first thing Monday morning.
0,Hi here's this weeks Top 5 Tips...
0,"Hmmm, sounds like the pressure's getting to Mike a bit."
0,Holiday Monday money 01:22 PM - 02 Sep 13
0,Holla at me wen u ready
0,Hopefully she will make both.
0,Hot Right Now: Save up to 40% Off!
0,Hotel Stays of 3+ Nights
0,"Houston, Texas 77079 Phone +1-281-366-4507 Fax +1-281-366-5090 Email zaiontj@bp.com"
0,How Many Hours Do You Spend on the Internet?
0,"How the things going for you, I am sure right now it must be a bit tense In lieu of everything that is taking place with Enron."
0,How would YOU splurge with a
0,"However, I also told him about my two dark-side fears: (1) that IT resources reporting to Networks would make it even more difficult to get the attention on projects that we need, and (2) taken to the extreme, that this concept would disinsent operations personnel from coming up with creative solutions to managing the growth of the business if all good ideas are swept away to this special team for them to handle."
0,"However, I have forwarded her resume to Settlements and Volume Management."
0,"However, checking the attachment on your second e:mail message, I can not bring up the attachment."
0,"However, given my immediate project, I don't think that I could have called until now."
0,"However, given the recent warmth of the past few winters and the forecsts, this is probably an unrealistic goal."
0,"However, they did deliver gas to us at Cotton Valley."
0,"However, until the site visits are completed, this should give you a good idea of the status of the EOTT pipeline tanks stand with respect to ai r compliance. 1. Tank compliance database, general."
0,"However, we continue to encourage qualified candidates to view the listing of professional posts available at www.un.org/Depts/OHRM and apply for the positions they feel are best suited to their experience and qualifications."
0,I also don't receive statements in the mail for the account.
0,I also learned that he meetings with ONS and ANEEL are scheduled for tomorrow.
0,I also received one voice mail from the Can Fibre guy and I have not heard from him either.
0,I am available for questions at xt. 37560.
0,I am glad that you and Kristin are getting together.
0,I am going to Chicago tomorrow on business.
0,"I am going to try to make it up for pig, or I should say the drinking done during PIG,,,,, I know Vogel and Besch are going too!"
0,I am happy to ride together.
0,I am hearing that it may be premature to do an ISDA energy conference in Tokyo because almost all the products being discussed so far are physical.
0,I am in Chicago today and tomorrow.
0,"I am in the London office this week, so e:mail is probably the best way to get in touch with me."
0,I am looking forward to it.
0,"I am not a market maker in SWA vouchers, so you have my word that I will not sell them back."
0,I am not especially surprised that you and Kristin did not get a copy of this report.
0,I am not sure it makes sense to follow this procedure for every deal that is dashed.
0,"I am not worried about the timing on that, so don't start this until you feel that it makes sense for you and your family."
0,I am offering property in the Emerald Triangle
0,I am ok with V&E representing the underwriter with the usual carve-outs..
0,I am really not looking forward to my vacation.
0,"I am scheduled to be out on vacation next week, but I will check e:mail messages from home and will get back with you via e:mail next week to let you know final results."
0,I am sending a second e-mail that goes with this one.
0,I am still at the office hoping to get away before dinner so that I can head home and pack.
0,I am still really crunched tomorrow morning.
0,I am still trying to eliminate some pages to make it more a more manageable size.
0,"I am trying to activate this HSC-Hehub product but keep getting an error that says ""product is not tradeable""."
0,I am very thrilled about this opportunity because not only do I want to gain professional experience in the field of marketing but I would also like to do work that is centered around what I love and that's books.
0,I an never quite sure that I get messages that anyone calls!
0,I and the team reviewed the results with Sally Beck in early November and proposed methods to address the results of the consultants' surveys.
0,I assume he'll be sending it out tomorrow.
0,I assume this will be covered in Canada's budget.
0,"I assumed that Marty or Dan had spoken to you as we discussed this initial change; however, I take full responsibility."
0,I believe God gave me this POWERFUL 2014 PROPHETIC PROMISE especially for you – for this season in your life!
0,"I believe that Cline has different counsel now, and I will find out about this asap."
0,I believe that these are the remaining SDG&E exhibits you were looking for (in addition to what I e-mailed you yesterday).
0,I called home last night and told Amanda about our discussion on a day in Paris.
0,I can have it sent via intercompany mail.
0,I can make other days work as well.
0,I can provide you concrete data regarding the benefits that our customers have got by working with our Software Factory.
0,I can send you a note then if there are any other comments that I have.
0,I can't get over how much he has grown since I saw him.
0,I can't make it during lunch.
0,I can't make it for dinner - but we might be able to come for drinks afterwards.
0,I checked the CGLF and CGAS capacity against Navigator.
0,I definately would not discuss this with Petrobras.
0,I did get your message and resume.
0,I did not discuss the Equitrans gas with CES.
0,I did not get his e-mail.
0,I didn't get back from the meeting with Causey and Buy until just before 6:00 today - not that the meeting was long - Rick Causey was just running late so we cooled our heels outside his office for quite a while before getting started.
0,"I didn't get home until 10 and brian was on the phone untill 11, so I figured you were asleep by then."
0,I didn't get to sleep until 3am.
0,I didn't have a check off list of the ones that I made copies of and submitted but I do know for sure that I turned in Co.272.
0,I do love coming here - hope to make the trip once a quarter this year.
0,I do not suck at writing e-mails.
0,I don't feel so good when I'm writing all those checks.
0,I don't get it.
0,I don't get to enjoy life's pleasures.
0,I don't have Chris' email address (I've left him a message).
0,"I don't have all the details to fill in, though some of the details might be available from the PG&E/Edison websites, and Sue and Mona might have additional info."
0,I don't have any broken bones and it doesn't appear that I have a herniated disk--at this point just a lumbar strain but he is afraid it will get worse if I ride.
0,I don't have the address.
0,"I don't know if this project is going to come through or not, but I'm not sure my possible client is any better versed on CPUC procedures than I am."
0,"I don't know that the VP portion of the PRC will be completed on Monday, or that the results would be available to me on Tuesday even if the process is completed on Monday."
0,I don't quite get all of this either.
0,I don't think I ever saw the breakout on the access area since we didn't get this via capacity release.
0,I don't think that HR gets involved in this process.
0,"I don't think they carry Polk, but ask them who you should call for Polk speakers."
0,I entered ($4.9951) x 12dt which should give them a credit on the invoice.
0,"I feel so fortunate to have this opportunity to work with you, and I send you my warmest wishes for a wonderful birthday."
0,I feel that this would be a great opportunity to contribute to the growth of the startup and a way for me to explore new aspects of the marketing industry.
0,I filled him in on the Energy Management degree and told him that I thought that his group should talk with you about a possible rotation.
0,I for the boxplots one has had records removed when the ambient and gearbox temp is less than 0 (I can provide turbines and times if needed).
0,I go to an orthopedic surgeon tomorrow.
0,I got you address from an e-mail from Meg and thought I would say hi.
0,I got your voice mail message and I understand your concerns around Todd's time.
0,"I greatly admire Rich Gilbert, but his comments (re: regulatory intervention is a good thing, and now this one) will surely create considerably controversy and could greatly upset the apple cart altogether."
0,"I guess that the one caveat that I would put out, is to wait and see if there are other names brought forth from other parts of the organization that would make it seem that Kristin should be in that pack."
0,"I had a really big lunch, even cake, so now eating out of the fridge (if at all) sounds ok."
0,I had a thought that maybe EBS could stream the conference as an in-kind contribution---the PR that EBS gets out of streaming might outweigh the cost of providing gratis.
0,I had problems in getting the newest version of Access.
0,"I had the sense that she was feeling that she'd done a bunch of work that was ending up on the cutting room floor and that she wasn't getting a real opportunity to participate in the shaping of the analysis, the presentation, or responsibility for taking a piece of the presentation for Thursday."
0,I had to chat with 1 KO person and 3 CGAS people to get all that information.
0,I hate getting old.
0,I have Steve and Lisa on the internet at this web address
0,I have a meeting on the analyst and associates program from 9:00 to 10:00 tomorrow.
0,"I have a vague recollection about a group of employees going to Dynegy, and we had to send a demand letter to prohibit the improper use of Enron information."
0,I have a very special gift for you today.
0,I have already left him a voice mail.
0,I have an extra ticket to the game tomorrow.
0,"I have an idea, like everyone else in the world, for an internet start up and want to pick your brain about the process of doing a business plan, getting VC $'s and such."
0,I have attached a revised resume for you to send to the managers and recruiters if you have not already.
0,I have attached my resume below and look forward an opportunity to hear more the about internships at Parakweet.
0,I have been on jury duty since Tuesday this week - I had Patti call Chris today and let him know that I would get back with him next week.
0,"I have been out of town the last several business days, so I am just now catching up on e:mails."
0,I have but one life to give for my industry....
0,I have conversed by e:mail since I did not have home numbers.
0,I have encouraged the Enron folks to pursue this opportunity with TVA given the larger dialogue.
0,I have gas on National Fuel that I could deliver into CGAS at Ellwood City on a secondary basis.
0,I have not prepared one and am not aware of one in place -- that is why I prefaced my comments with that.
0,"I have phone numbers, addresses and e:mail addresses for all three, and I will provide you with those as soon as the official notification from the University takes place."
0,I have proposed we change our procedure here and we are discussing the proposed changes.
0,I have put the executed doc in the mail.
0,I have received your e-mail.
0,I have some exciting news for you this morning.
0,I have something absolutely amazing for you today.
0,I have tried getting to you a couple times with no success...
0,I haven't checked affair yet.
0,I haven't had a chance to send it yet.
0,I haven't received Jeff's powerpoint e-mail...
0,I hope I can get to this today.
0,"I immediately resolved that my path and that of ""Susman, my man, Steve Susman"" would never again cross."
0,"I just composed a somewhat lengthy e:mail about the anniversary trip, and then closed out Lotus Notes and checked discard changes."
0,I just sent you and email.
0,I just want to double check that it is being represented properly in our currency positions.
0,"I just want to remind you of how much I value our relationship and tell you that I believe by working together, using all the tools at our disposal we can improve, enrich and enhance every aspect of your life."
0,"I kept getting a message like ""We're sorry, this number does not accept calls from unidentified numbers"" or something like that."
0,"I know I have asked you before, but I seem to have accidentally deleted your dad and sister's email addresses."
0,I know I wouldn't be getting OU tix at all if it wasn't for my contribution to the Foundation.
0,I know that you guys have been quite busy with your planning process but it has been very difficult to get the required information or time from the resources that are committed to the project.
0,I learned about your need for a marketing intern on Craigslist and I believe that my education and professional experience make me an attractive candidate for this position.
0,I leave it to Bruce to see if it makes sense to shorten the list further.
0,I left you a return voice mail regarding Scott.
0,I look forward to being with you all again very soon!
0,I look forward to continuing to work with you and the staff in London on risk management operations initiatives.
0,I look forward to finding a solution to this current impasse.
0,I look forward to having you back on 36; I'm moving there as soon as they get my phone/computer set up -- I'll spend half days there.
0,I look forward to hearing from you in the near future.
0,I look forward to meeting you!
0,I look forward to meeting you.
0,I look forward to seeing you in Dallas next week.
0,I look forward to seeing you in Dallas.
0,I look forward to talking further about the possibilities.
0,I look forward to welcoming you as a new member!
0,I look forward to working with you in the near future and answering any questions you might have.
0,"I might be able to get to it tomorrow if its a slow bid week, if not, then by Wed of next week."
0,I never did make it to Toronto this summer.
0,"I noticed that a meeting is scheduled for Nov. 29, but an agenda was not available on the Web site."
0,I only have 3 - Am still trying to get a 4th.
0,I plan to write her in a couple of weeks to follow up with any additional leads I've found.
0,I read John's message to you and agree with him that we should develop a formal plan to address how we will generate public support and address any future environmental concerns before they jump up and bite us.
0,I really think you should think about getting in on this 360 networks deal.
0,I received some info today in the mail regarding a new master of science program in quantitative financial economics.
0,"I selected the late time on the email, but wanted to respond to make sure you received it."
0,I sent Mo an e:mail message about your stay in Houston in hopes that she may need to be in Houston at that time.
0,"I sent an e:mail message yesterday saying that I could make dinner in Austin on Wednesday, October 25."
0,I shall send you more information regarding the dinner later this week.
0,"I should be able to get back with you next week, hopefully with a change in our strategy!"
0,"I should be available most of the day, so let's see how things go."
0,I should probably send that to them.
0,I sold 7000 to CES at the Allied meter for tomorrow - deal 169576.
0,I start my 1st therapy session tomorrow.
0,"I studied and lived in Paris , France last year at a Business school, so not only did it allow me to travel throughout Europe, but I gained valuable knowledge about how companies on the other side of the world conduct business and market certain products in their industry."
0,"I talked to Brian Frihart on Friday and purchased 3 fixed forward contracts (1000 per day for May, 1000 per day for June and 1000 per day for July) at $2.895."
0,I talked to grandma and she said Julie wouldn't be able to make it so I already knew about that.
0,I think I left my email open at home which means I can't download it on Omnisky or Yahoo.
0,I think it makes more sense there.
0,I think it makes sense to take out the reference to 15%.
0,I think it will be helpful to channel the discussion.
0,I think it's fuzzy enough that two good lawyers could give two different views--wanted to ensure that all analytic bases are covered.
0,I think that I received an email from someone with the report attached.
0,I think the legal team you have made available to us is very impressive.
0,I think this internship would be a great opportunity for me to explore the publishing world as a real-world extension of my academic study of literature.
0,"I think this is actually a good thing--makes our proposal look like a much more preferable alternative by comparison, makes our support in the process more important, and sets Harvey up as the Ralph Nader equivalent in the election to fix California's broken system---a potential spoiler."
0,I think this is an area that ISDA could provide leadership and possibly make money through a protocol.
0,I think you have to feel pretty good about the LM position first.
0,"I think you need to add another 10,000 to your buy/sale activity."
0,I think you saw my thoughts about this conference in a previous email exchange with Schroeder re: Littlechild.
0,I think your collective e-mails constitute the legal risk memo.
0,I thought that I would give ENA a first look at this candidate.
0,I thought you would enjoy listening to the song Give Me One Reason by Tracy Chapman on Raditaz:
0,"I told Dawn already, but my brother is getting married on the 16th."
0,"I understand that there may be a need to give no quarter on this, but given the circumstances--i.e., we talk every day and time and resources are extremely tight--is it reasonable to temporarily suspend filling this thing out for the next 60-90 days?"
0,"I understand you will be forwarding to Jim Staffus (sp?), your VP of gov't affairs."
0,I want to book them as soon as possible.
0,I want to make certain that they did not penalize one month deals.
0,I want to share a file with you.
0,I want to share this great coupon with you:
0,I wanted to make sure that I had the right email address.
0,I was hoping to get this done today.
